id,speed
0,47.11318703901522
1,48.01042556266364
2,39.3520532800959
3,31.53224190760363
4,40.70080170128866
5,28.256930519051462
6,21.117085850355366
7,48.693615916917146
8,47.51308981202892
9,33.075571487968745
10,31.90898243041264
11,23.348445955517953
12,24.029510348833618
13,22.991883012870314
14,26.201985003542518
15,38.20152446693165
16,42.958582587682294
17,46.680633496477
18,48.2601546822716
19,48.25147255815999
20,46.513612734694014
21,43.99704738852359
22,21.324386622547465
23,28.788618085017884
24,25.745388287883262
25,21.397144405424918
26,22.078208798740583
27,21.040581462777276
28,17.33119087146448
29,14.972979938734436
30,25.519798895612926
31,46.66583315526172
32,49.07575742014905
33,28.959688556365126
34,27.03564893556798
35,23.467157042808754
36,19.30756950059028
37,20.317479163080886
38,44.98770046939819
39,39.85596305544167
40,45.07130503467166
41,48.07158441945821
42,48.50412567143841
43,43.96491980563267
44,18.35875385371367
45,17.5983250944218
46,17.008877768708903
47,11.212694332707054
48,44.98689571866942
49,48.24948809916506
50,48.069638913531165
51,26.50547636324952
52,25.093651476019428
53,20.83295955954411
54,18.93282390191533
55,20.185981116539622
56,16.991661175308778
57,16.72286156813819
58,28.482892167938996
59,35.771450730389965
60,41.60121920416524
61,41.14549423759871
62,40.857551131054926
63,41.93082814641564
64,44.82764358306056
65,47.95525816933126
66,47.59097340162821
67,45.961907232487036
68,43.9405532965242
69,27.464612167109195
70,24.730356338910287
71,21.256782039196157
72,17.109932952785556
73,18.409816576454737
74,15.800841519948177
75,7.681225469419767
76,42.55782315901423
77,38.659424134232374
78,42.98266855569443
79,48.45308437864505
80,14.123900972268773
81,16.431910774901308
82,23.817280920633564
83,16.481812515987805
84,16.156215086987924
85,12.29831116191303
86,21.399295153909186
87,35.60842639219783
88,44.742467993561625
89,40.980910552452684
90,48.94632671960028
91,48.10417842126196
92,47.1935596980835
93,46.26051517862862
94,27.02539926020163
95,14.183204212154715
96,21.726978139794983
97,11.965612402777142
98,9.892133153609768
99,21.03070094056022
100,40.8211551292796
101,47.62650694665236
102,14.215906057250194
103,17.680800520075923
104,15.350075173051632
105,43.76245139877004
106,37.38111098029729
107,48.403334665199814
108,43.90305882643452
109,15.84501590534855
110,10.236077895740554
111,9.60200481543734
112,19.983845488634277
113,34.29148324576783
114,38.69962628673278
115,48.432322882087156
116,47.91127888167279
117,41.12955084307439
118,22.157440705572395
119,21.566663168133456
120,18.036712473034676
121,16.789041259894315
122,32.593737145386086
123,47.13301523246396
124,46.85005479578337
125,40.62005770079381
126,40.74969079698542
127,38.26160828600236
128,41.360036196440085
129,34.445006712951816
130,48.11373147436583
131,46.892570959546426
132,46.193488182817724
133,25.78938517495704
134,21.733250318271693
135,20.70470582045984
136,39.26272358108949
137,46.05701358151052
138,48.884122524912605
139,47.019530974927505
140,46.27254025031162
141,44.06756191856609
142,27.182776815520327
143,14.721776363964038
144,20.19480150729455
145,17.662750682585123
146,18.08767303853628
147,48.37709071291442
148,49.06003859589712
149,47.43886338671046
150,47.15244417193741
151,18.74805125263152
152,19.45962569727341
153,18.745423008268173
154,12.515756086125014
155,22.740230421354447
156,37.48486958093098
157,45.19263294987844
158,41.55442009762295
159,46.034063884802144
160,48.76703870565124
161,49.449986588633934
162,48.53209971083244
163,47.542392164674226
164,44.5008268965723
165,27.535197377477328
166,14.820017441407167
167,19.63086597855704
168,18.150822775502135
169,18.67140302350541
170,12.921395564670547
171,11.653634443331798
172,44.56043857737953
173,48.56320268686967
174,44.28745347305414
175,26.59559895521687
176,23.34396073827347
177,17.65710111418395
178,18.113755828736185
179,11.334172586842962
180,44.49206385705793
181,48.6345468794383
182,49.067088131418494
183,48.11350287902393
184,40.271637536902745
185,19.818324577799817
186,19.391255392072214
187,38.959058542598214
188,34.873333797231396
189,47.48207976078114
190,43.14234974579369
191,43.26868636769882
192,38.95260455278415
193,39.03745426245092
194,38.13883411059178
195,37.03095517304028
196,37.89135869665925
197,42.58388979151896
198,38.263575917684854
199,48.08862029006601
200,47.120497126812374
201,26.406782178948728
